703415927, 8, 318, 0, 6
93565063082, 15611699348, 420457931, 5, 2800585
660674626692, 15716619053, 545502699, 5, 2800976
660706723259, 15716643488, 545502842, 5, 2800979
660707649185, 15716667563, 545502985, 5, 2800982
660708408075, 15716692043, 545503128, 5, 2800985
660709213068, 15716716253, 545503271, 5, 2800988
660709773871, 15716737268, 545503369, 5, 2800990
